SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																																																																								
#MM2 aggiornato alla 3.5																																																																										
																																																																										
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		Special Ability						Spell Res.	Damage Reduction		MONSTERCLASS	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells										
Felldrake (Crested)	OUTPUTNAME:[NAME] Felldrake		STARTFEATS:1	SIZE:S	MOVE:Walk,40	FACE:5	REACH:5			PREALIGN:NG			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE								BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Jump|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Scent									MONSTERCLASS:Dragon:2	RACETYPE:Dragon	RACESUBTYPE:Felldrake	TYPE:Dragon					HITDICEADVANCEMENT:4,6	LEVELADJUSTMENT:2	CR:1	SOURCEPAGE:MM2											
Felldrake (Spitting)	OUTPUTNAME:[NAME] Felldrake		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:NG			BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-2			MONCSKILL:Hide|Jump|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8	NATURALATTACKS:Spit,Weapon.Natural.Finesseable.Ranged.Bludgeoning,*1,2d4										MONSTERCLASS:Dragon:3	RACETYPE:Dragon	RACESUBTYPE:Felldrake	TYPE:Dragon					HITDICEADVANCEMENT:9	LEVELADJUSTMENT:2	CR:2	SOURCEPAGE:MM2											
Felldrake (Horned)	OUTPUTNAME:[NAME] Felldrake		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:NG			BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|6		BONUS:STAT|CON|4	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Jump|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Horn,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Charge ~ Horned Felldrake									MONSTERCLASS:Dragon:4	RACETYPE:Dragon	RACESUBTYPE:Felldrake	TYPE:Dragon					HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:2	CR:3	SOURCEPAGE:MM2											
Fiendwurm			STARTFEATS:1	SIZE:G	MOVE:Walk,60,Burrow,60	FACE:20	REACH:10	VISION:Darkvision (60')|Low-light|Tremorsense (120')		PREALIGN:CE			BONUS:COMBAT|AC|20|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|18	BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-2			MONCSKILL:Listen|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Death Rift	ABILITY:Special Ability|AUTOMATIC|Demonic Belch	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Acid Hide	ABILITY:Special Ability|AUTOMATIC|Portal		DR:15/Magic		MONSTERCLASS:Magical Beast:24	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:24,72		CR:28	SOURCEPAGE:MM2		BONUS:VAR|DemonicBelchPerDay|3									
Fihyr	OUTPUTNAME:[NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-4	BONUS:STAT|DEX|6		BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Hide|Move Silently|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Frightful Presence	ABILITY:Special Ability|AUTOMATIC|Vulnerability To Sunlight								MONSTERCLASS:Aberration:4	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:8,12		CR:3	SOURCEPAGE:MM2											
Fihyr (Great)	OUTPUTNAME:[NAME] Fihyr		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Fly,50	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:CE			BONUS:COMBAT|AC|6|TYPE=NaturalArmor.REPLACE							BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Hide|Move Silently|Open Lock|Spot									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Frightful Presence	ABILITY:Special Ability|AUTOMATIC|Invisibility (Ex)					SR:18			MONSTERCLASS:Aberration:16	RACETYPE:Aberration		TYPE:Aberration					HITDICEADVANCEMENT:24,48		CR:15	SOURCEPAGE:MM2	SPELLS:innate|TIMES=ATWILL|CASTERLEVEL=16|Crushing Despair,14+CHA	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|4								
Giant (Firbolg)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Druid	STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (60')			AUTO:LANG|Common|Giant		BONUS:COMBAT|AC|12|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|26	BONUS:STAT|DEX|2	BONUS:STAT|CON|12	BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4			MONCSKILL:Knowledge (Nature)|Move Silently|Spot|Survival			AUTO:WEAPONPROF|Greatsword	AUTO:ARMORPROF|ARMORTYPE=Light					LEGS:2	HANDS:2	BONUS:WEAPONPROF=Thrown Rock|TOHIT|1|TYPE=Racial	BONUS:WEAPONPROF=Thrown Rock|DAMAGE|max(0,(STR/2))		NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,2d6		ABILITY:Special Ability|AUTOMATIC|Rock Throwing	ABILITY:Special Ability|AUTOMATIC|Rock Catching	ABILITY:Special Ability|AUTOMATIC|Fast Healing	ABILITY:Special Ability|AUTOMATIC|Trample						MONSTERCLASS:Giant:13	RACETYPE:Giant		TYPE:Giant						LEVELADJUSTMENT:5	CR:12	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=1|CASTERLEVEL=13|Disguise Self,12+CHA|Detect Magic,10+CHA|Feeblemind,15+CHA|Know Direction,10+CHA	BONUS:VAR|FastHealing|3									
Fire Bat			STARTFEATS:1	SIZE:S	MOVE:Walk,10,Fly,50	FACE:5	REACH:5	VISION:Blindsense (120')		PREALIGN:NE			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Spot,Listen|4|TYPE=Racial				BONUS:STAT|STR|-10	BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-4	BONUS:STAT|CHA|-6			MONCSKILL:Hide|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Attach	ABILITY:Special Ability|AUTOMATIC|Burn	ABILITY:Special Ability|AUTOMATIC|Devour	ABILITY:Special Ability|AUTOMATIC|Regeneration						MONSTERCLASS:Elemental (Air/Fire):6	RACETYPE:Elemental	RACESUBTYPE:Fire	TYPE:Elemental					HITDICEADVANCEMENT:12,18		CR:3	SOURCEPAGE:MM2		BONUS:VAR|RegenerationRate|5	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|4							
Flesh Jelly				SIZE:G	MOVE:Walk,20	FACE:20	REACH:15	VISION:Blindsight (60')		PREALIGN:TN									BONUS:STAT|STR|22	BONUS:STAT|DEX|-4	BONUS:STAT|CON|12		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10												LEGS:0	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,2d8		ABILITY:Special Ability|AUTOMATIC|Absorb	ABILITY:Special Ability|AUTOMATIC|Disease	ABILITY:Special Ability|AUTOMATIC|Engulf	ABILITY:Special Ability|AUTOMATIC|Horrid Stench						MONSTERCLASS:Ooze:18	RACETYPE:Ooze		TYPE:Ooze	TEMPLATE:Mindless				HITDICEADVANCEMENT:18,36		CR:19	SOURCEPAGE:MM2											
Giant (Fomorian)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Barbarian	STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:15				AUTO:LANG|Giant	LANGBONUS:TYPE=Spoken	BONUS:COMBAT|AC|9|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Move Silently|10|TYPE=Racial				BONUS:STAT|STR|24	BONUS:STAT|DEX|2	BONUS:STAT|CON|12		BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Listen|Move Silently|Spot			AUTO:WEAPONPROF|Flail	AUTO:ARMORPROF|ARMORTYPE=Light					LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Trample	ABILITY:Special Ability|AUTOMATIC|Fast Healing	ABILITY:Special Ability|AUTOMATIC|Scent					DR:5/-		MONSTERCLASS:Giant:15	RACETYPE:Giant		TYPE:Giant						LEVELADJUSTMENT:4	CR:11	SOURCEPAGE:MM2	BONUS:VAR|FastHealing|3										
Forest Sloth			STARTFEATS:1	SIZE:L	MOVE:Walk,40,Brachiation,40,Climb,60	FACE:10	REACH:10	VISION:Darkvision (60')|Low-light		PREALIGN:TN	AUTO:LANG|Sloths		BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb,Move Silently,Spot|4|TYPE=Racial				BONUS:STAT|STR|14	BONUS:STAT|DEX|10	BONUS:STAT|CON|10	BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Climb|Listen|Move Silently|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Scent	ABILITY:Special Ability|AUTOMATIC|Immunity To Poison	ABILITY:Special Ability|AUTOMATIC|Forest Sloth Skill					MONSTERCLASS:Animal:14	RACETYPE:Animal		TYPE:Animal					HITDICEADVANCEMENT:21,42		CR:11	SOURCEPAGE:MM2				DEFINE:ForestSlothLanguage|1							
Salamander (Frost)	OUTPUTNAME:[NAME] Salamander		STARTFEATS:1	SIZE:M	MOVE:Walk,30,Climb,30	FACE:10	REACH:5	VISION:Low-light		PREALIGN:CE			BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE							BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Climb|Hide|Listen|Move Silently|Spot									LEGS:2	HANDS:4				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Cold Aura ~ Frost Salamander							DR:10/Magic		MONSTERCLASS:Magical Beast:12	RACETYPE:Magical Beast	RACESUBTYPE:Cold	TYPE:Magical Beast					HITDICEADVANCEMENT:12,18,24,36	LEVELADJUSTMENT:3	CR:7	SOURCEPAGE:MM2											
Galeb Duhr			STARTFEATS:1	SIZE:M	MOVE:Walk,10,Burrow,10	FACE:5	REACH:5	VISION:Tremorsense (300')		PREALIGN:TN			BONUS:COMBAT|AC|15|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|2	BONUS:STAT|DEX|-6	BONUS:STAT|CON|10		BONUS:STAT|WIS|6	BONUS:STAT|CHA|2			MONCSKILL:Concentration|Diplomacy|Knowledge (Geography)|Perform (Sing)|Sense Motive									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6		ABILITY:Special Ability|AUTOMATIC|Freeze						SR:21	DR:10/Magic		MONSTERCLASS:Elemental (Earth/Water):6	RACETYPE:Elemental	RACESUBTYPE:Earth	TYPE:Elemental					HITDICEADVANCEMENT:15,24	LEVELADJUSTMENT:5	CR:9	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=20|Animate Objects|Stone Shape	SPELLS:Innate|TIMES=1|CASTERLEVEL=20|Move Earth|Passwall|Transmute Rock to Mud|Wall of Stone									
Gambol			STARTFEATS:1	SIZE:L	MOVE:Walk,30,Climb,15	FACE:10	REACH:10	VISION:Darkvision (60')|Low-light					BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Jump|25|TYPE=Racial				BONUS:STAT|STR|12	BONUS:STAT|DEX|8	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Balance|Climb|Jump|Tumble									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4		ABILITY:Special Ability|AUTOMATIC|Fear Aura|Gambol Fear Aura	ABILITY:Special Ability|AUTOMATIC|Great Leap	ABILITY:Special Ability|AUTOMATIC|Evasion	ABILITY:Special Ability|AUTOMATIC|Quickness	ABILITY:Special Ability|AUTOMATIC|Masterful Dodge					MONSTERCLASS:Magical Beast:8	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:12,24		CR:5	SOURCEPAGE:MM2											
Giant (Forest)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Ranger	STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:15	VISION:Darkvision (60')					BONUS:COMBAT|AC|11|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|4|TYPE=Racial				BONUS:STAT|STR|22	BONUS:STAT|DEX|2	BONUS:STAT|CON|12	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|10			MONCSKILL:Diplomacy|Hide|Listen|Sense Motive|Spot			AUTO:WEAPONPROF|Greatclub|Longbow						LEGS:2	HANDS:2	BONUS:WEAPONPROF=Thrown Rock|TOHIT|1|TYPE=Racial	BONUS:WEAPONPROF=Thrown Rock|DAMAGE|max(0,(STR/2))		NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Rock Throwing	ABILITY:Special Ability|AUTOMATIC|Rock Catching	ABILITY:Special Ability|AUTOMATIC|Poison Arrows	ABILITY:Special Ability|AUTOMATIC|Forest Giant Skill						MONSTERCLASS:Giant:13	RACETYPE:Giant		TYPE:Giant						LEVELADJUSTMENT:4	CR:11	SOURCEPAGE:MM2											
Giant (Sun)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Ranger	STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:15	VISION:Darkvision (60')					BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|4|TYPE=Racial				BONUS:STAT|STR|26	BONUS:STAT|DEX|4	BONUS:STAT|CON|14	BONUS:STAT|INT|4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|4			MONCSKILL:Handle Animal|Hide|Listen|Ride|Spot			AUTO:WEAPONPROF|Longspear						LEGS:2	HANDS:2	BONUS:WEAPONPROF=Thrown Rock|TOHIT|1|TYPE=Racial	BONUS:WEAPONPROF=Thrown Rock|DAMAGE|max(0,(STR/2))		NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,2d8		ABILITY:Special Ability|AUTOMATIC|Rock Throwing	ABILITY:Special Ability|AUTOMATIC|Rock Catching		ABILITY:Special Ability|AUTOMATIC|Sun Giant Skill						MONSTERCLASS:Giant:13	RACETYPE:Giant	RACESUBTYPE:Fire	TYPE:Giant						LEVELADJUSTMENT:4	CR:12	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=13|Spike Stones|Stone Shape|Wall of Stone										
Giant (Ocean)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Sorcerer	STARTFEATS:1	SIZE:H	MOVE:Walk,40,Swim,80	FACE:15	REACH:15	VISION:Darkvision (60')					BONUS:COMBAT|AC|16|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|28	BONUS:STAT|DEX|4	BONUS:STAT|CON|18		BONUS:STAT|WIS|4	BONUS:STAT|CHA|8			MONCSKILL:Diplomacy|Listen|Sense Motive|Spot|Swim			AUTO:WEAPONPROF|Trident						LEGS:2	HANDS:2	BONUS:WEAPONPROF=Thrown Rock|TOHIT|1|TYPE=Racial	BONUS:WEAPONPROF=Thrown Rock|DAMAGE|max(0,(STR/2))		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d10	NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,2d8	ABILITY:Special Ability|AUTOMATIC|Rock Throwing	ABILITY:Special Ability|AUTOMATIC|Rock Catching	ABILITY:Special Ability|AUTOMATIC|Amphibious	ABILITY:Special Ability|AUTOMATIC|Immunity to Blunt Weapon Damage	ABILITY:Special Ability|AUTOMATIC|Landform					MONSTERCLASS:Giant:13	RACETYPE:Giant	RACESUBTYPE:Aquatic|Cold	TYPE:Giant							CR:19	SOURCEPAGE:MM2											
Giant (Mountain)	OUTPUTNAME:[NAME] Giant	FAVCLASS:Barbarian	STARTFEATS:1	SIZE:C	MOVE:Walk,80	FACE:30	REACH:25	VISION:Darkvision (60')					BONUS:COMBAT|AC|29|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|32		BONUS:STAT|CON|26	BONUS:STAT|INT|-4		BONUS:STAT|CHA|-4			MONCSKILL:Jump|Listen|Spot			AUTO:WEAPONPROF|Giantclub						LEGS:2	HANDS:2	BONUS:WEAPONPROF=Thrown Rock|TOHIT|1|TYPE=Racial	BONUS:WEAPONPROF=Thrown Rock|DAMAGE|max(0,(STR/2))		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d6	NATURALATTACKS:Thrown Rock,Weapon.Natural.Ranged.Thrown.Bludgeoning,*1,4d8	ABILITY:Special Ability|AUTOMATIC|Rock Throwing	ABILITY:Special Ability|AUTOMATIC|Rock Catching	ABILITY:Special Ability|AUTOMATIC|Crush|Mountain Giant Crush	ABILITY:Special Ability|AUTOMATIC|Fling	ABILITY:Special Ability|AUTOMATIC|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Trample				MONSTERCLASS:Giant:30	RACETYPE:Giant		TYPE:Giant							CR:26	SOURCEPAGE:MM2		ABILITY:SPECIAL Ability|AUTOMATIC|Scent	ABILITY:SPECIAL Ability|AUTOMATIC|Summon Giants ~ Mountain Giant								
Glimmerskin		FAVCLASS:Fighter	STARTFEATS:1	SIZE:M	MOVE:Fly,50	FACE:5	REACH:5				AUTO:LANG|Telepathy			BONUS:COMBAT|AC|3|TYPE=Deflection.REPLACE						BONUS:STAT|DEX|2	BONUS:STAT|CON|4		BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Bluff|Diplomacy|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Search|Sense Motive|Spellcraft|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Energy Touch,Weapon.Natural.Finesseable.Melee.Finesseable.Piercing,*1,0		ABILITY:Special Ability|AUTOMATIC|Energy Touch	ABILITY:Special Ability|AUTOMATIC|Heroic Bond	ABILITY:Special Ability|AUTOMATIC|Plane shift (Sp at will)	ABILITY:Special Ability|AUTOMATIC|Telepathy	ABILITY:Special Ability|AUTOMATIC|Glimmerskin Feats		SR:15	DR:5/Magic		MONSTERCLASS:Outsider:12	RACETYPE:Outsider	RACESUBTYPE:Incorporeal	TYPE:Outsider							CR:12	SOURCEPAGE:MM2	BONUS:VAR|PlaneShiftLVL|12	BONUS:VAR|TelepathyRange|100	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|5							
Golem (Stained Glass)	OUTPUTNAME:[NAME] Golem		STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5			PREALIGN:TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|20|TYPE=Competence				BONUS:STAT|STR|2			BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Hide									LEGS:2	HANDS:2				NATURALATTACKS:Rake,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d8		ABILITY:Special Ability|AUTOMATIC|Immunity To Magic	ABILITY:Special Ability|AUTOMATIC|Keen	ABILITY:Special Ability|AUTOMATIC|Stained Golem Skills					DR:10/Adamantine		MONSTERCLASS:Construct:12	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:24,36		CR:5	SOURCEPAGE:MM2											
Golem (Brass)	OUTPUTNAME:[NAME] Golem		STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10			PREALIGN:TN			BONUS:COMBAT|AC|22|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Survival|20|TYPE=Competence				BONUS:STAT|STR|10			BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-4			MONCSKILL:Survival									LEGS:2	HANDS:2				NATURALATTACKS:Butt,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Immunity To Magic	ABILITY:Special Ability|AUTOMATIC|Brass Golem Skills						DR:10/Adamantine		MONSTERCLASS:Construct:12	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:32,48		CR:10	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=1|CASTERLEVEL=16|Maze										
Golem (Dragonflesh)	OUTPUTNAME:[NAME] Golem		STARTFEATS:1	SIZE:L	MOVE:Walk,40,Fly,120	FACE:10	REACH:10	VISION:Blindsight (150')		PREALIGN:TN			BONUS:COMBAT|AC|14|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|12			BONUS:STAT|INT|-6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6			MONCSKILL:Listen|Spot									LEGS:4	HANDS:6				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d8|Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6|Tail Slap,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Immunity To Magic	ABILITY:Special Ability|AUTOMATIC|Frightful Presence						DR:15/Adamantine		MONSTERCLASS:Construct:30	RACETYPE:Construct		TYPE:Construct					HITDICEADVANCEMENT:60,90		CR:13	SOURCEPAGE:MM2		BONUS:VAR|FrightfulPresRange|30	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|2							
Gravecrawler			STARTFEATS:1	SIZE:S	MOVE:Walk,20,Burrow,20	FACE:5	REACH:5	VISION:Tremorsense (60')		PREALIGN:TN			BONUS:COMBAT|AC|4|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|4|TYPE=Racial					BONUS:STAT|DEX|4		BONUS:STAT|INT|6					MONCSKILL:Balance|Bluff|Diplomacy|Escape Artist|Gather Information|Hide|Intimidate|Jump|Knowledge (History)|Knowledge (Local)|Knowledge (Religion)|Listen|Sense Motive|Spot|Tumble									LEGS:0	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Calcifying Aura	ABILITY:Special Ability|AUTOMATIC|Constitution Drain ~ Gravecrawler	ABILITY:Special Ability|AUTOMATIC|Burrow	ABILITY:Special Ability|AUTOMATIC|Turn Resistance			SR:30			MONSTERCLASS:Undead:25	RACETYPE:Undead		TYPE:Undead					HITDICEADVANCEMENT:52		CR:16	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=20|Speak with Dead	BONUS:VAR|TurnResistBonus|6									
Gravorg			STARTFEATS:1	SIZE:L	MOVE:Walk,20,Climb,20	FACE:10	REACH:5	VISION:Darkvision (60')|Low-light		PREALIGN:TN			BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Hide|10|TYPE=Racial				BONUS:STAT|STR|8	BONUS:STAT|DEX|-2	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:Climb|Hide|Listen|Spot									LEGS:2	HANDS:2				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8		ABILITY:Special Ability|AUTOMATIC|Gravorg Skills						SR:19	DR:5/Magic		MONSTERCLASS:Magical Beast:10	RACETYPE:Magical Beast		TYPE:Magical Beast					HITDICEADVANCEMENT:15,20,25,30		CR:8	SOURCEPAGE:MM2	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Reverse Gravity										
