SOURCELONG:Gozzilioni Book of Exalted Deeds	SOURCESHORT:ExD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Dire Bear Shape	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 7th level, a sentinel of Bharrai can turn himself into a dire bear and back again. This ability is otherwise the same as the bear form ability gained at 3rd level.	KEY:Sentinel of Bharrai ~ Dire Bear Shape									BONUS:VAR|SentinelOfBharraiBearShapeProgression|1|PREVARGTEQ:SentinelOfBharraiBearShapeLVL,7																	SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Ursinal's Touch	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A sentinel of Bharrai gains great healing powers at 7th level. This ability works just like the paladin's lay on hands ability, except that the sentinel of Bharrai can heal as much damage per day as his own undamaged hit point total.	KEY:Sentinel of Bharrai ~ Ursinal's Touch																										SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Cavalry of Dire Bears	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per week beginning at 9th level, a sentinel of Bharrai may call 1d6 dire bears with maximum hit points (147 hp each) to aid him in battle. The dire bears appear instantly and remain until the battle has ended, at which point they disperse into the wild. If a dire bear falls in battle, the animal's corpse remains, and the sentinel of Bharrai is expected to use whatever parts of the animal he can (such as the meat, skin, and bones) and commit the rest to the earth. Failing to properly honor a fallen dire bear results in a 20% cumulative chance that the animals do not come the next time they are called. This ability works only on the Material Plane and on goodaligned outer planes.	KEY:Sentinel of Bharrai ~ Cavalry of Dire Bears																										SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Quickened Lightning Storm	CATEGORY:Special Ability	TYPE:ClassFeatures.SentinelOfBharraiFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 10th level, a sentinel of Bharrai can cast a quickened lightning stormspell once per day, as though using the Quicken Spell feat. Use the sentinel of Bharrai's character level to determine the number of lightning bolts and the spell's duration.	KEY:Sentinel of Bharrai ~ Quickened Lightning Storm				DEFINE:QuickenedCallLightningStormTimes|0	DEFINE:QuickenedCallLightningStormLVL|0				BONUS:VAR|QuickenedCallLightningStormTimes|1	BONUS:VAR|QuickenedCallLightningStormLVL|SentinelOfBharraiLVL								SPELLS:Class|TIMES=QuickenedCallLightningStormTimes|CASTERLEVEL=QuickenedCallLightningStormLVL|Call Lightning Storm,15+CHA								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordFeatures.SpecialQuality	VISIBLE:YES	DESC:A skylord is proficient with all simple and martial weapons, all types of armor, and shields.	KEY:Skylord ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfHeavy						SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.SkylordFeatures.SpecialQuality	VISIBLE:YES	DESC:At every second level, a skylord gains new spells per day (and spells known, if applicable) as if he had also gained a level in a spellcasting class he belonged to before adding the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of controlling or rebuking undead, metamagic or item creation feats, hit points beyond those he receives from the prestige class, and so on), except for an increased effective level of spellcasting. If a character had more than one spellcasting class before becoming a skylord, he must decide to which class he adds the new level for purposes of determining spells per day.	KEY:Skylord ~ Spells per Day																										SORTKEY:Class_Skylord	SOURCEPAGE:ExD	
																																	
																																	
#																																	
Holy Sight	CATEGORY:Special Ability	TYPE:AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The knight gains the Alertness feat.	KEY:Anointed Knight ~ Anoint Self ~ Holy Sight			PREVARGTEQ:AnointSelfLVL,1															ABILITY:FEAT|AUTOMATIC|Alertness								SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Celestial Strategy	CATEGORY:Special Ability	TYPE:AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The knight gains the Combat Reflexes feat.	KEY:Anointed Knight ~ Anoint Self ~ Celestial Strategy			PREVARGTEQ:AnointSelfLVL,3															ABILITY:FEAT|AUTOMATIC|Combat Reflexes								SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Unbroken Flesh	CATEGORY:Special Ability	TYPE:AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The knight gains damage reduction 3/-.	KEY:Anointed Knight ~ Anoint Self ~ Unbroken Flesh			PREVARGTEQ:AnointSelfLVL,5															DR:3/-								SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Divine Clarity	CATEGORY:Special Ability	TYPE:AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The knight's Intelligence, Wisdom, or Charisma score improves by 1.	KEY:Anointed Knight ~ Anoint Self ~ Divine Clarity			PREVARGTEQ:AnointSelfLVL,7						BONUS:STAT|%LIST|1					STACK:NO	MULT:YES	CHOOSE:PCSTAT|INT|WIS|CHA										SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Call to Battle	CATEGORY:Special Ability	TYPE:AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Three times per day, the knight gains an extra +3 bonus on her attack roll when charging.	KEY:Anointed Knight ~ Anoint Self ~ Call to Battle			PREVARGTEQ:AnointSelfLVL,9																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Deep Strike	CATEGORY:Special Ability	TYPE:AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:%1 times per day, on a successful attack, the knight deals an extra %2d%3 points of damage.|DeepStrikeTimes|DeepStrikeDice|DeepStrikeDieSize	KEY:Anointed Knight ~ Anoint Self ~ Deep Strike			PREVARGTEQ:AnointSelfLVL,10	DEFINE:DeepStrikeTimes|0	DEFINE:DeepStrikeDice|0	DEFINE:DeepStrikeDieSize|0			BONUS:VAR|DeepStrikeTimes|3	BONUS:VAR|DeepStrikeDice|2	BONUS:VAR|DeepStrikeDieSize|6|TYPE=Base															SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	ASPECT:NAME|Deep Strike +%1d%2|DeepStrikeDice|DeepStrikeDieSize
Inspired Strike	CATEGORY:Special Ability	TYPE:AnointSelf.SpecialQuality.Supernatural	VISIBLE:YES	DESC:%1 times per day, the knight can take a single extra attack at her highest attack bonus as a free action.|InspiredStrikeTimes	KEY:Anointed Knight ~ Anoint Self ~ Inspired Strike			PREVARGTEQ:AnointSelfLVL,11	DEFINE:InspiredStrikeTimes					BONUS:VAR|InspiredStrikeTimes|3																	SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Good Weapon	CATEGORY:Special Ability	TYPE:AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The ancestral weapon deals 1d6 points of damage per round to any evil creature that holds or wields it. The weapon also becomes a good-aligned weapon.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Good Weapon			PREVARGTEQ:AnointAncestralWeaponLVL,1																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Sunder Resistance	CATEGORY:Special Ability	TYPE:AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The ancestral weapon gains 10 points of hardness.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Sunder Resistance			PREVARGTEQ:AnointAncestralWeaponLVL,4																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Unicorn's Blood	CATEGORY:Special Ability	TYPE:AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Any evil creature wounded by the weapon must make a DC 17 Fortitude save or suffer the weakening effects of unicorn blood.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Unicorn's Blood			PREVARGTEQ:AnointAncestralWeaponLVL,7																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Impervious	CATEGORY:Special Ability	TYPE:AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The ancestral weapon gains an extra 50 hp.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Impervious			PREVARGTEQ:AnointAncestralWeaponLVL,9																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Sentience	CATEGORY:Special Ability	TYPE:AnointAncestralWeapon.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The ancestral weapon becomes an intelligent item, with the same alignment as the knight.	KEY:Anointed Knight ~ Anoint Ancestral Weapon ~ Sentience			PREVARGTEQ:AnointAncestralWeaponLVL,10																							SORTKEY:Class_Anointed_Knight	SOURCEPAGE:ExD	
Acid Resistance 10	CATEGORY:Special Ability	TYPE:SentinelOfBharraiEnergyResistance.SpecialQuality.Extraordinary	VISIBLE:YES		KEY:Sentinel of Bharrai ~ Energy Resistance 10 ~ Acid									BONUS:VAR|AcidResistanceBonus|SentinelOfBharraiEnergyResistance|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|ResistanceTo Acid								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Cold Resistance 10	CATEGORY:Special Ability	TYPE:SentinelOfBharraiEnergyResistance.SpecialQuality.Extraordinary	VISIBLE:YES		KEY:Sentinel of Bharrai ~ Energy Resistance 10 ~ Cold									BONUS:VAR|ColdResistanceBonus|SentinelOfBharraiEnergyResistance|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|ResistanceTo Cold								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Electricity Resistance 10	CATEGORY:Special Ability	TYPE:SentinelOfBharraiEnergyResistance.SpecialQuality.Extraordinary	VISIBLE:YES		KEY:Sentinel of Bharrai ~ Energy Resistance 10 ~ Electricity									BONUS:VAR|ElectricityResistanceBonus|SentinelOfBharraiEnergyResistance|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|ResistanceTo Electricity								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
Fire Resistance 10	CATEGORY:Special Ability	TYPE:SentinelOfBharraiEnergyResistance.SpecialQuality.Extraordinary	VISIBLE:YES		KEY:Sentinel of Bharrai ~ Energy Resistance 10 ~ Fire									BONUS:VAR|FireResistanceBonus|SentinelOfBharraiEnergyResistance|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|ResistanceTo Fire								SORTKEY:Class_Sentinel_Of_Bharrai	SOURCEPAGE:ExD	
