SOURCELONG:Spell Compendium	SOURCESHORT:SpC	SOURCEWEB:http://www.gozzilioni.net																												
																														
# Spell Name	OUTPUTNAME:	Spell Variations	TYPE:	CLASSES:	DOMAINS:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:		DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	Combat bonus	Bonus to HP	Stat bonus	Choose				
Curse of the Ill Fortune			TYPE:Divine	CLASSES:Blackguard=2|Cleric=2		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:-3 penalty on attack rolls, saving throws, ability checks and skill checks.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|BAB|-3				TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|3	TEMPBONUS:ANYPC|SKILL|ALL|-3		
Curse of the Ill Fortune (Mass)	OUTPUTNAME:Curse of the Ill Fortune, Mass		TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Enemies in a 20-ft radius burst.		DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:-3 penalty on attack rolls, saving throws, ability checks and skill checks.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|BAB|-3				TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|3	TEMPBONUS:ANYPC|SKILL|ALL|-3		
Curse of Impeding Blades			TYPE:Arcane.Divine	CLASSES:Bard=2|Ranger=2|Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:-2 penalty to AC.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|-2							
Curse of Impeding Blades (Mass)	OUTPUTNAME:Curse of Impeding Blades, Mass		TYPE:Arcane.Divine	CLASSES:Bard=3|Ranger=3|Sorcerer,Wizard=3		SCHOOL:Necromancy			COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Enemies in a 20-ft radius burst.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:Yes	DESC:-2 penalty to AC.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|-2							
Curse of Lycanthropy			TYPE:Divine			SCHOOL:Necromancy			COMPS:V, S, M, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Humanoid touched.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Target dies, 1d6 wererats claw their way out of its body to spread their lycanthropy.	SOURCEPAGE:SpC												
Cursed Blade			TYPE:Arcane	CLASSES:Assassin=4		SCHOOL:Necromancy			COMPS:V	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:One melee weapon.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Weapon strike wounds cannot be healed before Remove Curse.	SOURCEPAGE:SpC												
Cutting Hand			TYPE:Arcane	CLASSES:Sorcerer,Wizard=1		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:Your hand.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Your hand become blade (1d6 damage, +2 enhancement bonus on attack rolols and damage rolls)	SOURCEPAGE:SpC												
Cyclonic Blast			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Evocation		DESCRIPTOR:Air	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:120-ft.	TARGETAREA:120-ft line.		DURATION:Instantaneous	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:A cyclonic blast deals 1d6 damage/level (max 15d6) to all creature and objects in the area.	SOURCEPAGE:SpC												
Daggerspell Dance			TYPE:Arcane.Divine	CLASSES:Druid=2|Sorcerer,Wizard=2		SCHOOL:Abjuration			COMPS:V, F	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Full attack with a dagger in each hands gain +2 insight bonus on attack rolls and damage rolls.	SOURCEPAGE:SpC												
Dance of the Unicorn			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:5-ft/level.	TARGETAREA:5-ft/level radius emanation centered on you.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Mist purify the area.	SOURCEPAGE:SpC												
Dark Way			TYPE:Arcane.Divine	CLASSES:Bard=2|Cleric=2|Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Shadow		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One bridge of force 5-ft wide, 1-in thick and up to 20-ft/level long.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:A bridge apears.	SOURCEPAGE:SpC												
Darkbolt			TYPE:Divine			SCHOOL:Evocation		DESCRIPTOR:Darkness	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One ray/2 levels (max 7 rays).		DURATION:Instantaneous	SAVEINFO:Will partial	SPELLRES:Yes	DESC:up to 7 rays of darkness strike a target for 2d8 damage each and daze.	SOURCEPAGE:SpC												
Darkfire			TYPE:Divine	CLASSES:Cleric=3		SCHOOL:Evocation		DESCRIPTOR:Fire	COMPS:V, S	CASTTIME:1 standard action	RANGE:0-ft.	TARGETAREA:Flame in your palm.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:dark flames deals 1d6 fire damage/2 levels (max 5d6)	SOURCEPAGE:SpC												
Darkvision (Mass)	OUTPUTNAME:Darkvision, Mass		TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:Allies in a 10-ft radius burst centered on you.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:See 60 ft. in total darkness.	SOURCEPAGE:SpC												
Dawn			TYPE:Divine	CLASSES:Druid=0|Ranger=1		SCHOOL:Abjuration			COMPS:V	CASTTIME:1 swift action	RANGE:15-ft.	TARGETAREA:All creatures in a 15-ft radius burst, centered on you.		DURATION:Instantaneous	SAVEINFO:Fort negates (harmless)	SPELLRES:Yes	DESC:All sleeping creatures in the area awaken.	SOURCEPAGE:SpC												
Dead End			TYPE:Arcane	CLASSES:Assassin=1|Bard=1|Sorcerer,Wizard=1		SCHOOL:Illusion	SUBSCHOOL:Shadow		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One creature/level touched.		DURATION:10 minutes/level	SAVEINFO:See text	SPELLRES:Yes	DESC:Conceal the tracks, scent and sign of passage.	SOURCEPAGE:SpC												
Dreadfall			TYPE:Divine	CLASSES:Druid=8		SCHOOL:Conjuration	SUBSCHOOL:Creation		COMPS:V, S	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Mass of dead wood forming a cylinder (20-ft radiu8s, 40-ft high)		DURATION:Instantaneous	SAVEINFO:Reflex partial	SPELLRES:No	DESC:Deadfall collapse dealing damage in the area (1d6 damage/level, max 20d6)	SOURCEPAGE:SpC												
Deafening Clang			TYPE:Divine	CLASSES:Paladin=1		SCHOOL:Transmutation		DESCRIPTOR:Sonic	COMPS:V, S, DF	CASTTIME:1 swift action	RANGE:Touch	TARGETAREA:Your weapon.		DURATION:1 round	SAVEINFO:Fort partial	SPELLRES:No	DESC:Touched weapon deal 1d6 sonic damage on succesful hit deafening the target.	SOURCEPAGE:SpC												
Death Armor			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:V, S, M, F	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:Black flames deal 1d4 damage + 1 / 2 level (max +10) damage to attackers.	SOURCEPAGE:SpC												
Death Dragon			TYPE:Divine	CLASSES:Cleric=7		SCHOOL:Necromancy		DESCRIPTOR:Evil|Fear|Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 full round	RANGE:Personal	TARGETAREA:Dragon-shaped armor of energy and bones.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:+4 enhancement bonus on Natural Armor, +4 deflection bonus on AC.	SOURCEPAGE:SpC					TEMPBONUS:PC|COMBAT|AC|4|TYPE=NaturalArmorEnhancement				TEMPBONUS:PC|COMBAT|AC|4|TYPE=Deflection			
Death Pact			TYPE:Divine	CLASSES:Cleric=8		SCHOOL:Necromancy			COMPS:V, S, M, DF	CASTTIME:10 minutes	RANGE:Touch	TARGETAREA:Willing living creature touched.		DURATION:Permanent until triggered	SAVEINFO:None	SPELLRES:No	DESC:permanent lower the Con score by 2 point. If the targer die, it immediately resurrected as if True Resurrection is cast.	SOURCEPAGE:SpC		COST:1000							TEMPBONUS:ANYPC|STAT|CONSCORE|-2			
Death Throes			TYPE:Arcane.Divine	CLASSES:Cleric=5|Sorcerer,Wizard=5		SCHOOL:Necromancy		DESCRIPTOR:Force	COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level or until you are killed	SAVEINFO:None	SPELLRES:No	DESC:When you are killed your body is destroied in an explosion that deal 1d8/level to everyone in 30-ft radius burst.	SOURCEPAGE:SpC												
Death Ward (Mass)	OUTPUTNAME:Death Ward, Mass		TYPE:Divine	CLASSES:Cleric=8|Druid=9		SCHOOL:Necromancy			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Grants immunity to death spells and negative energy effects.	SOURCEPAGE:SpC												
Decomposition			TYPE:Divine	CLASSES:Druid=2		SCHOOL:Necromancy			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:50-ft.	TARGETAREA:Living enemies within a 50-ft radius emanation centered on you.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:Whenever an enemy take normal damage, the wound festers for additional 3 points of damage each following round until the spell expires.	SOURCEPAGE:SpC												
Decoy Image			TYPE:Divine	CLASSES:Ranger=3		SCHOOL:Illusion	SUBSCHOOL:Figment		COMPS:V, S	CASTTIME:1 full round	RANGE:Long	TARGETAREA:Figment that mimics you and all allies within 50-ft of you.		DURATION:8 hours	SAVEINFO:Will disbelief; See text	SPELLRES:No	DESC:You project a duplicate image of yourself and your companions.	SOURCEPAGE:SpC												
Deep Breath		KEY:Air Bubble	TYPE:Arcane.Divine	CLASSES:Druid=1|Ranger=1|Sorcerer,Wizard=1		SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Air	COMPS:V	CASTTIME:1 immediate action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You can breath underwater.	SOURCEPAGE:SpC												
Deeper Darkvision			TYPE:Arcane.Divine	CLASSES:Ranger=4|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:1 hour/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:The subject gains the ability to see 90 feet in total darkness and ignores the 20%% normally present in shadowy illumintion.	SOURCEPAGE:SpC												
Defenestrating Sphere			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Evocation		DESCRIPTOR:Air	COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:2-ft-radius sphere.		DURATION:1 round/level	SAVEINFO:Fort partial	SPELLRES:Yes	DESC:A violent swirling sphere of air hit targets dealing 3d6 damage. Medium or smaller are proned.	SOURCEPAGE:SpC												
Dehydrate			TYPE:Divine	CLASSES:Druid=3		SCHOOL:Necromancy			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One living creature.		DURATION:Instantaneous	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:You dessicate the target, causing 1d6 Con damage +1 / 3 level (max +5)	SOURCEPAGE:SpC												
Deific Vengeance			TYPE:Divine	CLASSES:Cleric=2		SCHOOL:Conjuration	SUBSCHOOL:Summoning		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:Instantaneous	SAVEINFO:Will half.	SPELLRES:Yes	DESC:The spell deals 1d6 damage / 2 level (max 5d6)	SOURCEPAGE:SpC												
Delay Death			TYPE:Divine	CLASSES:Cleric=4		SCHOOL:Necromancy			COMPS:V, S, DF	CASTTIME:1 immediate action	RANGE:Close	TARGETAREA:One creature.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Target can ignore the normal -9 limit before dying.	SOURCEPAGE:SpC												
Delay Disease			TYPE:Divine	CLASSES:Cleric=1|Druid=1		SCHOOL:Conjuration	SUBSCHOOL:Healing		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Creature touched.		DURATION:24 hours	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:Progress of any nonmagical disease that already afflicts the target is halted for the duration of the spell.	SOURCEPAGE:SpC												
Delusion of Grandeur			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Phantasm	DESCRIPTOR:Mind-Affecting	COMPS:V	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature.		DURATION:10 minutes/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:The spell fools the subject into believing that is more competent and safe than it really is.	SOURCEPAGE:SpC												
Demon Dirge			TYPE:Arcane.Divine	CLASSES:Cleric=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Living creature.		DURATION:1d6 rounds	SAVEINFO:Fort partial; See text	SPELLRES:Yes	DESC:deals 2d6 damage/round to a creature with chaotic and evil subtype.	SOURCEPAGE:SpC												
Demon Hide			TYPE:Divine	CLASSES:Blackguard=2		SCHOOL:Abjuration		DESCRIPTOR:Evil	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Evil creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:the subject gains damage reduction 5/cold iron or good.	SOURCEPAGE:SpC												
Dessicating Bubble			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Necromancy			COMPS:S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:3-ft-radius sphere of air.		DURATION:1 round/level	SAVEINFO:Reflex negates	SPELLRES:Yes	DESC:Sphere of air moves 30 ft. deals 2d4 damage to creatures.	SOURCEPAGE:SpC												
Detect Favored Enemy			TYPE:Divine	CLASSES:Ranger=1		SCHOOL:Divination			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Quarter circle emanating from you to the extreme of the range.		DURATION:Concentration, up to 10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:Reveals favored enemies.	SOURCEPAGE:SpC												
Devil Blight			TYPE:Arcane.Divine	CLASSES:Cleric=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Living creature.		DURATION:1d6 rounds	SAVEINFO:See text	SPELLRES:Yes	DESC:Creatures of Evil and Lawful subtypes take 2d6 damage [no save]. Baatezu must save or be Stunned.	SOURCEPAGE:SpC												
Diamondsteel			TYPE:Arcane.Divine	CLASSES:Paladin=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Suit of metal armor touched.		DURATION:1 round/level	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Armor gains DR equal to half the armor bonus worn.	SOURCEPAGE:SpC												
Dimension Door (Greater)	OUTPUTNAME:Dimension Door, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Conjuration	SUBSCHOOL:Teleportation		COMPS:V	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:You and touched objects or other touched willing creatures.		DURATION:1 round/2 levels	SAVEINFO:None and Will negates (object)	SPELLRES:No and Yes (object)	DESC:As dimension door, except you can transfer the targets once per round. Range for Spell is SHORT.	SOURCEPAGE:SpC												
Dinosaur Stampede			TYPE:Divine	CLASSES:Druid=6		SCHOOL:Evocation		DESCRIPTOR:Force	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:20-ft-radius spread.		DURATION:1 round/level	SAVEINFO:Reflex half	SPELLRES:Yes	DESC:Creatures in the area take 1d12 +1/level (max +20).	SOURCEPAGE:SpC												
Dire Hunger			TYPE:Divine	CLASSES:Druid=5		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Creature becomes hungry and grows fangs [See text for damage]. Target only attacks with bite	SOURCEPAGE:SpC												TEMPBONUS:PC|VAR|SpellDireHunger|1
Dirge			TYPE:Arcane	CLASSES:Bard=6		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 full round	RANGE:50-ft.	TARGETAREA:All enemies within 50-ft radius burst centered on you.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Each round, any enemy in the area suffers 2 pts of temp Str and Dex damage.	SOURCEPAGE:SpC												
Dirge of Discord			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Evil|Mind-Affecting	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:20-ft-radius spread.		DURATION:Concentration + 1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Creatures affecte take -4 on Attack rolls and Dex, 50%% reduction of speed; see text.	SOURCEPAGE:SpC												
Discern Shapechanger			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Divination			COMPS:V, S, M	CASTTIME:1 full round	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:See true form of changed creature within 60 ft.	SOURCEPAGE:SpC												
Discolor Pool			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One color pool.		DURATION:1 hour/level	SAVEINFO:Will disbelief; See text	SPELLRES:No	DESC:Changes the color of a pool (makes it appear to go to another plane).	SOURCEPAGE:SpC												
Disguise Undead			TYPE:Arcane	CLASSES:Sorcerer,Wizard=2		SCHOOL:Illusion	SUBSCHOOL:Glamer		COMPS:V, S, F	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One corporeal undead.		DURATION:24 hours	SAVEINFO:None (harmless)	SPELLRES:Yes	DESC:Change the appearance of one undead including equipment, clothing, etc.	SOURCEPAGE:SpC												
Dispel Ward			TYPE:Arcane.Divine	CLASSES:Cleric=1|Sorcerer,Wizard=1		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One warded object or area.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Functions like dispel magic; see text	SOURCEPAGE:SpC												
Dispelling Breath			TYPE:Arcane	CLASSES:Sorcerer,Wizard=5		SCHOOL:Abjuration			COMPS:S, B	CASTTIME:1 swift action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round	SAVEINFO:None	SPELLRES:No	DESC:Breath weapon acts as a target dispel magic.	SOURCEPAGE:SpC												
Dispelling Screen			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Energy wall whose area is up to one 10-ft square/level or a sphere or hemisphere with radius of up to 1 ft/level.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Anything passing through the effect is subject to a dispel magic at your caster level [max +10]. 	SOURCEPAGE:SpC												
Dispelling Screen (Greater)	OUTPUTNAME:Dispelling Screen, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=7		SCHOOL:Abjuration			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Energy wall whose area is up to one 10-ft square/level or a sphere or hemisphere with radius of up to 1 ft/level.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Anything passing through the effect is subject to a dispel magic at your caster level [max +20]. 	SOURCEPAGE:SpC												
Displacer Form			TYPE:Arcane	CLASSES:Sorcerer,Wizard=4		SCHOOL:Transmutation			COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:You assume the physical appearance and many of the qualities of a displacer beast.	SOURCEPAGE:SpC												
Disquietude			TYPE:Arcane	CLASSES:Bard=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting|Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Affected subject restricts it's movement to avoid physical contact even with allies.	SOURCEPAGE:SpC												
Disrupt Undead (Grater)	OUTPUTNAME:Disrupt Undead, Greater		TYPE:Arcane	CLASSES:Sorcerer,Wizard=3		SCHOOL:Necromancy			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Ranged touch attack, acts like disrupt undead, except deals 1d8/caster level.	SOURCEPAGE:SpC												
Dissonant Chant			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Abjuration		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:100-ft-radius emanation.		DURATION:1 round/level	SAVEINFO:None; See text	SPELLRES:Yes	DESC:Requires concentration checks from the affected creatures; see text	SOURCEPAGE:SpC												
Dissonant Chord			TYPE:Arcane	CLASSES:Bard=3		SCHOOL:Evocation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:10-ft.	TARGETAREA:10-ft-radius burst, centered on you.		DURATION:Instantaneous	SAVEINFO:Fort half	SPELLRES:Yes	DESC:Creatures (other than you) in the affected area take 1d8/ 2 caster levels [max 5d8].	SOURCEPAGE:SpC												
Distort Speech			TYPE:Arcane	CLASSES:Bard=1		SCHOOL:Transmutation		DESCRIPTOR:Sonic	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One creature.		DURATION:1 round/level	SAVEINFO:Fort negates	SPELLRES:Yes	DESC:Cause 50%% chance of target miscasting spells.	SOURCEPAGE:SpC												
Distract (Arcane)	OUTPUTNAME:Distract		TYPE:Arcane	CLASSES:Bard=1|Sorcerer,Wizard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:One creature/level, no two of which are more than 30 ft. Apart.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target that fails save take -4 on concentration, listen, search and spot, and can take only a single standard or move action [more than 6hd are unaffected].	SOURCEPAGE:SpC												
Distract Assailant			TYPE:Arcane	CLASSES:Assassin=1|Sorcerer,Wizard=1		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, M	CASTTIME:1 swift action	RANGE:Close	TARGETAREA:One creature.		DURATION:1 round	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Target is flatfooted till next turn.	SOURCEPAGE:SpC												
Distracting Ray			TYPE:Arcane	CLASSES:Bard=2|Sorcerer,Wizard=2		SCHOOL:Abjuration			COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Ray.		DURATION:Instantaneous	SAVEINFO:None	SPELLRES:No	DESC:Ranged touch attack, acts like disrupt undead, except deals 1d8/caster level.	SOURCEPAGE:SpC												
Divine Agility			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.		DURATION:1 round/level	SAVEINFO:Will negates (harmless)	SPELLRES:No	DESC:Grants +10 enhancement to Dex.	SOURCEPAGE:SpC							TEMPBONUS:PC|STAT|DEX|10|TYPE=Enhancement					
Divine Insight			TYPE:Divine	CLASSES:Cleric=2|Paladin=2		SCHOOL:Divination			COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 hour/level or until discharged	SAVEINFO:None	SPELLRES:No	DESC:Gain 5 + your caster level [max bonus of 15] to one skill check during the duration of the spell.	SOURCEPAGE:SpC												
Divine Interdiction			TYPE:Divine	CLASSES:Cleric=2		SCHOOL:Abjuration			COMPS:V	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:10-ft-radius burst, centered on a creature, object or point in space.		DURATION:1 round/level	SAVEINFO:Will negates (object); See text	SPELLRES:Yes	DESC:Temp loss of turning power &amp; domain powers.	SOURCEPAGE:SpC												
Divine Protection			TYPE:Divine	CLASSES:Cleric=2|Paladin=2		SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Allies in a 20-ft radius burst.		DURATION:1 minute/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:+1 morale bonus to AC and saving throws.	SOURCEPAGE:SpC					TEMPBONUS:ANYPC|COMBAT|AC|1|TYPE=Morale				TEMPBONUS:ANYPC|CHECKS|Reflex,Fortitude,Will|1|TYPE=Morale			
Divine Sacrifice			TYPE:Divine	CLASSES:Blackguard=1|Paladin=1		SCHOOL:Evocation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Personal	TARGETAREA:You.		DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:First attack of the round deals an extra 5d6 of damage, and you take 10 points of damage each time you make such an attack, whether or not you hit.	SOURCEPAGE:SpC												
Dolorous Blow			TYPE:Arcane	CLASSES:Bard=3|Sorcerer,Wizard=3		SCHOOL:Transmutation			COMPS:V, S	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Weapon touched.		DURATION:1 minute/level	SAVEINFO:None	SPELLRES:No	DESC:Weapon glows with a dull red aura. For the duration of the spell, the weapon's threat range is doubled, and its critical hits automatically succeed (no confirmation roll required).	SOURCEPAGE:SpC												
Doomtide			TYPE:Divine	CLASSES:Cleric=5		SCHOOL:Illusion	SUBSCHOOL:Pattern		COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:80-ft.	TARGETAREA:Eight 10-ft cubes extending straight from you.		DURATION:1 round/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Creatures must save or be dazed for 1 round. Mist obscures vision to 5 ft.	SOURCEPAGE:SpC												
