SOURCELONG:Monster Manual 3	SOURCESHORT:MM3	SOURCEWEB:http://www.gozzilioni.net																																																																						
																																																																								
# Race Name	Output Name	Favored Class	Starting Feats	Size	Move	Face/Space	Reach	Vision		Required AL	Automatic Languages	Bonus Languages	Combat bonus		Bonus to skill				Stat bonus								Racial Class Skills	Automaticaly Gained Shield Prof.		Automaticaly Gained Weapon Prof.		Virtual Feat		Feat		Nb Legs	Nb Hands	Weapon prof. bonus			Natural Attacks		ABILITY:Special Ability|AUTOMATIC|	ABILITY:Special Ability|AUTOMATIC|					Spell Res.	Damage Reduction		MONSTERCLASS:	Main Race Type	Race Subtype	Type	Template			Hit Dice	Hit Dice Advancement	Level Adjustment	CR	Source Page	Innate Spells								
Lhosk		FAVCLASS:Ranger	STARTFEATS:1	SIZE:L	MOVE:Walk,30,Climb,20	FACE:10	REACH:10	VISION:Darkvision (60')|Low-light			LANGAUTO:Common	LANGBONUS:Draconic,Goblin,Orc	BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|8	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Climb|Heal|Knowledge (Nature)|Survival									LEGS:4	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Web ~ Monstrous Spider	ABILITY:Special Ability|AUTOMATIC|Scent			ABILITY:Special Ability|AUTOMATIC|Lhosk Skills					MONSTERCLASS:Monstrous Humanoid:8	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid					LEVELADJUSTMENT:3	CR:4	SOURCEPAGE:MM3									
# Living Spell	template or race!?!??!																																																														SOURCEPAGE:MM3									
Lizardfolk (Blackscale)	OUTPUTNAME:Lizardfolk, [NAME]	FAVCLASS:Barbarian	STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (60')			LANGAUTO:Draconic	LANGBONUS:Common	BONUS:COMBAT|AC|7|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Balance,Jump,Swim|4|TYPE=Racial				BONUS:STAT|STR|8		BONUS:STAT|CON|4	BONUS:STAT|INT|-2		BONUS:STAT|CHA|-4			MONCSKILL:Balance|Jump|Spot|Swim			AUTO:WEAPONPROF|Club|Javelin						LEGS:2	HANDS:3				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6			ABILITY:Special Ability|AUTOMATIC|Hold Breath|Resistance To Acid								MONSTERCLASS:Monstrous Humanoid:4	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Reptilian	TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid					LEVELADJUSTMENT:3	CR:3	SOURCEPAGE:MM3		BONUS:VAR|AcidResistanceBonus|5							
Lizardfolk (Poison Dusk)	OUTPUTNAME:Lizardfolk, [NAME]	FAVCLASS:Ranger	STARTFEATS:1	SIZE:S	MOVE:Walk,30	FACE:5	REACH:5	VISION:Low-light			LANGAUTO:Draconic,Common	LANGBONUS:Halfling,Sylvan	BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Balance,Jump,Swim|4|TYPE=Racial					BONUS:STAT|DEX|2	BONUS:STAT|CON|2			BONUS:STAT|CHA|-2			MONCSKILL:Balance|Jump|Spot|Swim			AUTO:WEAPONPROF|Club|Javelin			CHANGEPROF:Net=Martial	CHANGEPROF:Bolas=Martial		LEGS:2	HANDS:3				NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d3|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d3		ABILITY:Special Ability|AUTOMATIC|Poison Use	ABILITY:Special Ability|AUTOMATIC|Chameleon Skin|Hold Breath									RACETYPE:Monstrous Humanoid	RACESUBTYPE:Reptilian	TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid					LEVELADJUSTMENT:1	CR:1	SOURCEPAGE:MM3		BONUS:VAR|ChameleonSkinBonus|5							
Lumi		FAVCLASS:Cleric	STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')			LANGAUTO:Common,Lumi	LANGBONUS:Abyssal,Celestial,Dwarven,Infernal			BONUS:SKILL|Search,Sense Motive,Spot|2|TYPE=Racial				BONUS:STAT|STR|2	BONUS:STAT|DEX|-2	BONUS:STAT|CON|4	BONUS:STAT|INT|4					MONCSKILL:Concentration|Diplomacy|Heal|Knowledge (The Planes)|Listen|Search|Sense Motive|Spot	AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light|SHIELDTYPE=Heavy	AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium			AUTO:FEAT|Improved Initiative				LEGS:2	HANDS:2							ABILITY:Special Ability|AUTOMATIC|Body of Light|Clear Vision|Floating Head								MONSTERCLASS:Outsider:2	RACETYPE:Outsider		TYPE:Outsider	TEMPLATE:Outsider					LEVELADJUSTMENT:2	CR:2	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=3|Disrupt Undead,10+CHA|Light	SPELLS:Innate|TIMES=3|CASTERLEVEL=3|Cure Light Wounds|Glitterdust,12+CHA							
Lurking Strangler			STARTFEATS:1	SIZE:T	MOVE:Walk,5,Fly,20	FACE:2.5	REACH:0	VISION:Darkvision (60')											BONUS:STAT|STR|-6	BONUS:STAT|DEX|8	BONUS:STAT|CON|2	BONUS:STAT|INT|-6					MONCSKILL:Hide|Listen|Search|Spot					AUTO:FEAT|Alertness				LEGS:0	HANDS:0				NATURALATTACKS:Lash,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d4	NATURALATTACKS:Eye Rays,Weapon.Natural.Finesseable.Ranged.Touch,*2,0	ABILITY:Special Ability|AUTOMATIC|Eye Rays|Suffocate	ABILITY:Special Ability|AUTOMATIC|All-Around Vision|Flight (Su)				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Aberration:2	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:4,6		CR:2	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|4							
Mastodon			STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:10	VISION:Low-light		PREALIGN:TN			BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|22		BONUS:STAT|CON|22	BONUS:STAT|INT|-8		BONUS:STAT|CHA|-6			MONCSKILL:Listen|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Slam,Weapon.Natural.Melee.Finesseable.Bludgeoning,*1,2d8|Stamp,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6	NATURALATTACKS:Gore,Weapon.Natural.Melee.Finesseable.Piercing,*1,3d8	ABILITY:Special Ability|AUTOMATIC|Trample	ABILITY:Special Ability|AUTOMATIC|Scent								MONSTERCLASS:Animal:15	RACETYPE:Animal		TYPE:Animal	TEMPLATE:Animal				HITDICEADVANCEMENT:30,45		CR:9	SOURCEPAGE:MM3									
Mindshredder (Larva)	OUTPUTNAME:Mindshredder, [NAME]		STARTFEATS:1	SIZE:S	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')|Thought Sense (20')			LANGAUTO:Common,Undercommon		BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE							BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Hide|Move Silently									LEGS:4	HANDS:0				NATURALATTACKS:Tentacle,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,1d6	NATURALATTACKS:Tentacle Touch,Weapon.Natural.Melee.Finesseable.Touch,*2,0	ABILITY:Special Ability|AUTOMATIC|Wisdom Damage ~ Mindshredder Larva	ABILITY:Special Ability|AUTOMATIC|Transformation								MONSTERCLASS:Aberration:2	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:6		CR:1	SOURCEPAGE:MM3									
Mindshredder (Warrior)	OUTPUTNAME:Mindshredder, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,30	FACE:10	REACH:10	VISION:Darkvision (60')|Thought Sense (40')			LANGAUTO:Common,Undercommon		BONUS:COMBAT|AC|10|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Jump|20|TYPE=Racial				BONUS:STAT|STR|10		BONUS:STAT|CON|6	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4			MONCSKILL:Jump									LEGS:4	HANDS:0				NATURALATTACKS:Tentacle Touch,Weapon.Natural.Melee.Finesseable.Touch,*2,0		ABILITY:Special Ability|AUTOMATIC|Wisdom Damage ~ Mindshredder Warrior	ABILITY:Special Ability|AUTOMATIC|Great Leap|Transformation								MONSTERCLASS:Aberration:7	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:14		CR:4	SOURCEPAGE:MM3									
Mindshredder (Zenthal)	OUTPUTNAME:Mindshredder, [NAME]		STARTFEATS:1	SIZE:M	MOVE:Walk,40	FACE:5	REACH:5	VISION:Darkvision (60')|Thought Sense (60')			LANGAUTO:Common,Undercommon		BONUS:COMBAT|AC|8|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-2	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|8			MONCSKILL:Concentration|Intimidate|Jump|Listen|Spot									LEGS:4	HANDS:0				NATURALATTACKS:Tentacle Touch,Weapon.Natural.Melee.Finesseable.Touch,*2,0		ABILITY:Special Ability|AUTOMATIC|Wisdom Damage ~ Mindshredder Zenthal	ABILITY:Special Ability|AUTOMATIC|Shield of Force								MONSTERCLASS:Aberration:13	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration						CR:8	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=3|CASTERLEVEL=13|Confusion,16+CHA|Hypnotic Pattern,14+CHA	BONUS:VAR|ShieldOfForceAC|4							
Mivilorn			STARTFEATS:1	SIZE:H	MOVE:Walk,40	FACE:15	REACH:15	VISION:Darkvision (60')|Low-light			LANGAUTO:Abyssal		BONUS:COMBAT|AC|24|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|20	BONUS:STAT|DEX|2	BONUS:STAT|CON|16	BONUS:STAT|INT|-6	BONUS:STAT|WIS|4				MONCSKILL:Intimidate|Listen|Spot|Survival									LEGS:4	HANDS:0				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing.Acid,*1,4d6		ABILITY:Special Ability|AUTOMATIC|Breath Weapon ~ Cone of Digestive Acid|Charging Bite|Improved Grab|Swallow Whole	ABILITY:Special Ability|AUTOMATIC|Scent					SR:17			MONSTERCLASS:Magical Beast:24	RACETYPE:Magical Beast	RACESUBTYPE:Chaotic|Extraplanar	TYPE:Magical Beast	TEMPLATE:Magical Beast				HITDICEADVANCEMENT:36		CR:11	SOURCEPAGE:MM3		BONUS:VAR|BreathWeaponCone|15	BONUS:VAR|BreathWeaponDice|5	DEFINE:BreathWeaponDamageDie|6	BONUS:VAR|BreathWeaponDC|max(CON,DEX)-CON				
Necronaut			STARTFEATS:1	SIZE:G	MOVE:Walk,50	FACE:20	REACH:20	VISION:Darkvision (60')		PREALIGN:CE	LANGAUTO:Infernal		BONUS:COMBAT|AC|20|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|30	BONUS:STAT|DEX|-2		BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6			MONCSKILL:Knowledge (The Planes)|Listen|Spot|Survival									LEGS:99	HANDS:4				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,4d6		ABILITY:Special Ability|AUTOMATIC|Assimilate Corpse|Trample	ABILITY:Special Ability|AUTOMATIC|Necromantic Effects ~ Necronaut|Unholy Toughness					SR:25	DR:15/Lawful or Magic		MONSTERCLASS:Undead:32	RACETYPE:Undead		TYPE:Undead	TEMPLATE:Undead				HITDICEADVANCEMENT:64,96		CR:14	SOURCEPAGE:MM3									
Swarm (Needletooth)	OUTPUTNAME:[NAME] Swarm		STARTFEATS:1	SIZE:T	MOVE:Walk,40	FACE:10	REACH:0	VISION:Low-light		PREALIGN:TN			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|-8	BONUS:STAT|DEX|10	BONUS:STAT|CON|4	BONUS:STAT|INT|-8	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-8			MONCSKILL:Hide|Listen|Move Silently|Spot									LEGS:0	HANDS:0	BONUS:WEAPONPROF=Swarm|DAMAGE|-1*(STR)			NATURALATTACKS:Swarm,Weapon.Natural.Melee.Finesseable.Bludgeoning.Fire,*1,3d6		ABILITY:Special Ability|AUTOMATIC|Distraction|Wounding	ABILITY:Special Ability|AUTOMATIC|Scent			ABILITY:Special Ability|AUTOMATIC|Needletooth Swarm Skills					MONSTERCLASS:Animal:11	RACETYPE:Animal	RACESUBTYPE:Swarm	TYPE:Animal	TEMPLATE:Animal	TEMPLATE:Swarm					CR:6	SOURCEPAGE:MM3									
Swarm (Needletooth).COPY=Swarm (Needletooth/Xendrik)	OUTPUTNAME:Needletooth Swarm, Xendrik																																											ABILITY:Special Ability|AUTOMATIC|Disease																												
Swarm (Needletooth).COPY=Swarm (Needletooth/Poisonous)	OUTPUTNAME:Needletooth Swarm, Poisonous																																											ABILITY:Special Ability|AUTOMATIC|Poison																		BONUS:MISC|CR|1										
Night Twist			STARTFEATS:1	SIZE:L	MOVE:Walk,10	FACE:10	REACH:20	VISION:Low-light		PREALIGN:NE	LANGAUTO:Common,Elven,Sylvan		BONUS:COMBAT|AC|15|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|28	BONUS:STAT|DEX|-4	BONUS:STAT|CON|18	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|10			MONCSKILL:Hide|Knowledge (Nature)|Listen|Move Silently|Spot|Survival									LEGS:0	HANDS:3				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*3,2d8		ABILITY:Special Ability|AUTOMATIC|Death Curse|Despair Song|Wind Blast	ABILITY:Special Ability|AUTOMATIC|Unholy Grace|Vulnerability To Fire			ABILITY:Special Ability|AUTOMATIC|Night Twist Skills			DR:10/Slashing		MONSTERCLASS:Plant:15	RACETYPE:Plant		TYPE:Plant	TEMPLATE:Plant				HITDICEADVANCEMENT:24,48		CR:12	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=3|CASTERLEVEL=10|Blight,15+CHA|Deeper Darkness|Entangle,11+CHA|Fear,14+CHA|Phantasmal Killer,14+CHA								
Night Twist (Ancient)	OUTPUTNAME:Night Twist, [NAME]		STARTFEATS:1	SIZE:H	MOVE:Walk,10	FACE:15	REACH:25	VISION:Low-light		PREALIGN:NE	LANGAUTO:Common,Elven,Sylvan		BONUS:COMBAT|AC|26|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|34	BONUS:STAT|DEX|-4	BONUS:STAT|CON|24	BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|12			MONCSKILL:Hide|Knowledge (Nature)|Listen|Move Silently|Spot|Survival									LEGS:0	HANDS:6				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,4d6		ABILITY:Special Ability|AUTOMATIC|Death Curse|Despair Song|Wind Blast	ABILITY:Special Ability|AUTOMATIC|Unholy Grace|Vulnerability To Fire			ABILITY:Special Ability|AUTOMATIC|Night Twist Skills			DR:15/Slashing		MONSTERCLASS:Plant:25	RACETYPE:Plant		TYPE:Plant	TEMPLATE:Plant						CR:20	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=5|CASTERLEVEL=20|Phantasmal Killer,14+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=20|Blight,15+CHA|Circle of Death,15+CHA|Deeper Darkness|Entangle,11+CHA|Fear,14+CHA|Insanity,17+CHA	SPELLS:Innate|TIMES=1|CASTERLEVEL=20|Weird,19+CHA						
Nycter		FAVCLASS:Druid	STARTFEATS:1	SIZE:S	MOVE:Walk,20,Fly,40	FACE:5	REACH:5	VISION:Blindsense (60')|Darkvision (60')|Low-light			LANGAUTO:Nycter	LANGBONUS:Common,Draconic,Dwarven,Giant,Goblin,Orc	BONUS:COMBAT|AC|3|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Listen,Spot|4|TYPE=Racial				BONUS:STAT|STR|-2	BONUS:STAT|DEX|4			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2			MONCSKILL:TYPE.Craft|Listen|Spot|Survival									LEGS:2	HANDS:2				NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4		ABILITY:Special Ability|AUTOMATIC|Hunting Cry	ABILITY:Special Ability|AUTOMATIC|Vulnerability To Sonic				ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability				MONSTERCLASS:Monstrous Humanoid:3	RACETYPE:Monstrous Humanoid		TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid				HITDICEADVANCEMENT:6,12	LEVELADJUSTMENT:2	CR:2	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|4							
Odopi			STARTFEATS:1	SIZE:H	MOVE:Walk,60,Climb,40	FACE:15	REACH:5	VISION:Darkvision (60')		PREALIGN:CE	LANGAUTO:Odopi		BONUS:COMBAT|AC|14|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Survival|8|TYPE=Racial	BONUS:SKILL|Climb|8|TYPE=Racial			BONUS:STAT|STR|14	BONUS:STAT|DEX|12	BONUS:STAT|CON|14	BONUS:STAT|INT|-4	BONUS:STAT|WIS|12	BONUS:STAT|CHA|6			MONCSKILL:Climb|Jump|Search|Spot|Survival					AUTO:FEAT|Whirlwind Attack				LEGS:99	HANDS:99				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,4d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab|Swallow Whole|Stone Throwing|Trample	ABILITY:Special Ability|AUTOMATIC|All-Around Vision|Fast Healing|Resistance To Cold|Resistance To Fire|Scent			ABILITY:Special Ability|AUTOMATIC|Odopi Skills		SR:22	DR:10/Good and Magic		MONSTERCLASS:Aberration:20	RACETYPE:Aberration	RACESUBTYPE:Chaotic|Evil|Extraplanar	TYPE:Aberration	TEMPLATE:Aberration	TEMPLATE:Extraplanar	TEMPLATE:Chaotic|Evil		HITDICEADVANCEMENT:29		CR:14	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Feather Fall	SPELLS:Innate|TIMES=3|CASTERLEVEL=18|Dimension Door	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|True Seeing	BONUS:VAR|FastHealing|7	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10			
Odopi (Elder)	OUTPUTNAME:Odopi, [NAME]		STARTFEATS:1	SIZE:G	MOVE:Walk,80,Climb,60	FACE:20	REACH:10	VISION:Darkvision (60')		PREALIGN:CE	LANGAUTO:Odopi		BONUS:COMBAT|AC|18|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Survival|8|TYPE=Racial	BONUS:SKILL|Climb|8|TYPE=Racial			BONUS:STAT|STR|22	BONUS:STAT|DEX|12	BONUS:STAT|CON|18	BONUS:STAT|INT|-4	BONUS:STAT|WIS|12	BONUS:STAT|CHA|6			MONCSKILL:Climb|Jump|Search|Spot|Survival					AUTO:FEAT|Whirlwind Attack				LEGS:99	HANDS:99				NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,6d6		ABILITY:Special Ability|AUTOMATIC|Improved Grab|Swallow Whole|Stone Throwing|Trample	ABILITY:Special Ability|AUTOMATIC|All-Around Vision|Fast Healing|Resistance To Cold|Resistance To Fire|Scent			ABILITY:Special Ability|AUTOMATIC|Odopi Skills		SR:26	DR:10/Good and Magic		MONSTERCLASS:Aberration:30	RACETYPE:Aberration	RACESUBTYPE:Chaotic|Evil|Extraplanar	TYPE:Aberration	TEMPLATE:Aberration	TEMPLATE:Extraplanar	TEMPLATE:Chaotic|Evil		HITDICEADVANCEMENT:40,50		CR:18	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Feather Fall	SPELLS:Innate|TIMES=3|CASTERLEVEL=18|Dimension Door	SPELLS:Innate|TIMES=1|CASTERLEVEL=18|True Seeing	BONUS:VAR|FastHealing|9	BONUS:VAR|ColdResistanceBonus|10	BONUS:VAR|FireResistanceBonus|10			
Ogre (Skullcrusher)	OUTPUTNAME:Ogre, [NAME]	FAVCLASS:Fighter	STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (60')|Low-light			LANGAUTO:Common,Giant	LANGBONUS:Dwarven,Orc,Goblin,Terran	BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|14		BONUS:STAT|CON|6			BONUS:STAT|CHA|-2			MONCSKILL:TYPE.Craft|Handle Animal|Intimidate|Knowledge (Architecture and Engineering)|Ride	AUTO:SHIELDPROF|SHIELDTYPE=Buckler|SHIELDTYPE=Light|SHIELDTYPE=Heavy	AUTO:ARMORPROF|ARMORTYPE=Light|ARMORTYPE=Medium|ARMORTYPE=Heavy	AUTO:WEAPONPROF|TYPE.Martial|TYPE.Simple		AUTO:FEAT|Improved Grapple|Two Weapon Fighting				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Rock Throwing									MONSTERCLASS:Giant:8	RACETYPE:Giant	RACESUBTYPE:Ogre	TYPE:Giant	TEMPLATE:Giant					LEVELADJUSTMENT:3	CR:5	SOURCEPAGE:MM3									
Omnimental			STARTFEATS:1	SIZE:G	MOVE:Walk,50,Fly,50,Swim,50	FACE:20	REACH:20	VISION:Blindsight (60')|Darkvision (60')			LANGAUTO:Aquan,Auran,Ignan,Terran		BONUS:COMBAT|AC|26|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|24		BONUS:STAT|CON|18						MONCSKILL:Listen|Spot|Swim									LEGS:2	HANDS:2				NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning.Fire.Electricity,*2,2d8	NATURALATTACKS:Elemental Ball,Weapon.Natural.Finesseable.Ranged.Bludgeoning.Fire,*1,4d6	ABILITY:Special Ability|AUTOMATIC|Death Birth|Elemental Ball	ABILITY:Special Ability|AUTOMATIC|Immunity To Electricity|Immunity To Fire|Vulnerability To Cold			ABILITY:Special Ability|AUTOMATIC|Omnimental Skills	ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability		DR:10/-		MONSTERCLASS:Omnimental:32	RACETYPE:Elemental	RACESUBTYPE:Air|Earth|Extraplanar|Fire|Water	TYPE:Elemental	TEMPLATE:Elemental	TEMPLATE:Extraplanar	TEMPLATE:Air|Earth|Fire|Water		HITDICEADVANCEMENT:48,64		CR:15	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|5							
Otyugh (Lifeleech)	OUTPUTNAME:Otyugh, [NAME]		STARTFEATS:1	SIZE:L	MOVE:Walk,40	FACE:10	REACH:10	VISION:Darkvision (60')			LANGAUTO:Common		BONUS:COMBAT|AC|5|TYPE=NaturalArmor.REPLACE		BONUS:SKILL|Climb|8|TYPE=Racial				BONUS:STAT|STR|16	BONUS:STAT|DEX|6	BONUS:STAT|CON|12	BONUS:STAT|INT|-4	BONUS:STAT|WIS|8	BONUS:STAT|CHA|-2			MONCSKILL:Hide|Jump|Listen|Spot			AUTO:WEAPONPROF|TYPE.Simple						LEGS:3	HANDS:3				NATURALATTACKS:Tentacle,Weapon.Natural.Melee.Reach.Finesseable.Bludgeoning,*4,1d8|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6		ABILITY:Special Ability|AUTOMATIC|Constrict|Improved Grab	ABILITY:Special Ability|AUTOMATIC|Fast Healing|Lifeleech Aura|Spell Strengthened Hide			ABILITY:Special Ability|AUTOMATIC|Lifeleech Otyugh Skills					MONSTERCLASS:Aberration:9	RACETYPE:Aberration		TYPE:Aberration	TEMPLATE:Aberration				HITDICEADVANCEMENT:12,22		CR:8	SOURCEPAGE:MM3		BONUS:VAR|FastHealing|5							
Petal			STARTFEATS:1	SIZE:T	MOVE:Walk,15,Fly,60	FACE:2.5	REACH:0	VISION:Low-light			LANGAUTO:Sylvan,Common								BONUS:STAT|STR|-8	BONUS:STAT|DEX|10	BONUS:STAT|CON|4	BONUS:STAT|INT|4		BONUS:STAT|CHA|8			MONCSKILL:Craft (Flower Arranging)|Escape Artist|Hide|Knowledge (Nature)|Listen|Move Silently|Spot|Tumble			AUTO:WEAPONPROF|Dagger		AUTO:FEAT|Weapon Finesse				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Sleep Song					ABILITY:SPECIAL Ability|AUTOMATIC|Flight Maneuverability		DR:5/Cold Iron		MONSTERCLASS:Fey:1	RACETYPE:Fey		TYPE:Fey	TEMPLATE:Fey				HITDICEADVANCEMENT:3		CR:1	SOURCEPAGE:MM3		BONUS:VAR|Maneuverability|4							
Phoelarch			STARTFEATS:1	SIZE:M	MOVE:Walk,30	FACE:5	REACH:5	VISION:Darkvision (60')		PREALIGN:CG			BONUS:COMBAT|AC|2|TYPE=NaturalArmor.REPLACE						BONUS:STAT|STR|4	BONUS:STAT|DEX|6	BONUS:STAT|CON|4		BONUS:STAT|WIS|2	BONUS:STAT|CHA|6			MONCSKILL:Concentration|Listen|Spot|Survival			AUTO:WEAPONPROF|Falchion		AUTO:FEAT|Alertness|Great Fortitude				LEGS:2	HANDS:2						ABILITY:Special Ability|AUTOMATIC|Death Throes|Heat	ABILITY:Special Ability|AUTOMATIC|Healing Fire|Rise from the Ashes|Immunity To Disease|Immunity To Poison					SR:18			MONSTERCLASS:Monstrous Humanoid:7	RACETYPE:Monstrous Humanoid	RACESUBTYPE:Fire	TYPE:Monstrous Humanoid	TEMPLATE:Monstrous Humanoid		TEMPLATE:Fire			LEVELADJUSTMENT:5	CR:6	SOURCEPAGE:MM3	SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=10|Light|Scorching Ray,12+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=10|Produce Flame	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Fire Shield						
